destination,name,area,subarea,boulder,grade,stars,FA,FA_year,style_icon_1,style_icon_2,style_icon_3,style_icon_4,description
Squamish,War Tour,Grand Wall,Undertow,Pyramid Arête,V1,3,,,,,,,Face climb just right of the tree starting on obvious pair of edge holds. Fun features lead to an engaging topout| so make sure you use a pad. High in the grade.
Squamish,Unprepared,Grand Wall,Undertow,Pyramid Arête,V0+,2,Pam Bourdon,1999,,,,,Start crouching matched on a positive edge rail below the lip. Make a couple of quick moves through juggy incuts and roll over the top.
Squamish,Rhubarb,Grand Wall,Undertow,Pyramid Arête,V1,3,Pam Bourdon,1999,,,,,Start right just beside the trail using good lip holds by an obvious scoop feature. Traverse left using heel-hooks to finish on Unprepared.
Squamish,Chips,Grand Wall,Undertow,Palm Meat,V5,2,Mike Chapman,2008,crimpy,,,,Start on two high edges and campus to better holds. A one-move-wonder.
Squamish,Fish,Grand Wall,Undertow,Palm Meat,V2,1,Mike Chapman,2008,,,,,Start on a high sloping edge. Climb either directly up or around the arête to the right.
Squamish,Eats| Shoots and Leaves,Grand Wall,Undertow,Palm Meat,V0,1,Hung Le,2008,,,,,"Start as for Fish| but follow a basalt dyke up the tall slab to the right. The name is borrowed from the title of a great book on the typically dry subject of punctuation. Try removing the comma in the following sentence: ""The panda eats| shoots and leaves""."
Squamish,Double Dose,Grand Wall,Undertow,Palm Meat,V2,1,Andrew Boyd,2008,slabby,dangerous,,,Climb the off-vertical face.
Squamish,Triple Dose,Grand Wall,Undertow,Palm Meat,V3,1,Andrew Boyd,2008,slabby,,,,The slippery face left of the arête.
Squamish,Eat Shiitake,Grand Wall,Undertow,Palm Meat,V4,4,Andrew Boyd,2008,technical,,,,Climb the arête on the left side starting with a right-hand arête pinch. Tricky footwork down low leads to an engaging mantel.
Squamish,Fender Champ,Grand Wall,Undertow,Palm Meat,V4,3,Andrew Boyd or Mike Chapman,2008,technical,dangerous,,,Climb the technical arête on the right side utilizing the thin| basalt dyke on the smooth face. Prepare for a spicy topout!
Squamish,Palm Meat,Grand Wall,Undertow,Palm Meat,V6,5,Andrew Boyd,2008,dangerous,,,,Start on the fat diagonal shelf. Boulder up the steep face on decent holds to the lip and a very tricky and frightening crux getting onto the slab. You'll earn your V points on this one.
Squamish,Smut Traverse,Grand Wall,Undertow,Palm Meat,V5,3,Mike Chapman,2008,pumpy,,,,Start as for Palm Meat| but follow good holds low across the face to finish on Smut. Fun
Squamish,Inca Roads,Grand Wall,Undertow,Palm Meat,V4,2,Andrew Boyd,2008,,,,,Do a crouching start on the V-shaped feature. Crank to the lip and top out on the right.
Squamish,Smut,Grand Wall,Undertow,Palm Meat,V2,3,Curtis Suave,2008,sit-start,,,,Start seated matched on the fat shelf on the right side of the wall. The start is scrunchy and the first move is reachy| but the topout is plenty of fun.
Squamish,Long John Holmes,Grand Wall,Undertow,No Honour Among Thieves,V3,0,Tim Doyle & Andrew Boyd,1997,pumpy,,,,Traverse the low rail leftward across the massive boulder starting on a pair of positive holds. Midway across| work onto a sloping| slabby foot shelf and shuffle leftward. Gain the distant left arête and then romp up the face to the top of the boulder.
Squamish,No Honour Among Thieves,Grand Wall,Undertow,No Honour Among Thieves,V10,4,Jeremy Smith,2008,crimpy,dangerous,,,This excellent face climb starts with a positive right-hand crimp at just over 2 m and a small edge for the left down below. Climb to a pinch and then jump for a small| sharp jug. Follow better holds up and right to a high finish that feels more like a short route.
Squamish,Grand Larceny,Grand Wall,Undertow,No Honour Among Thieves,V4,0,Mike Chapman,2009,dangerous,,,,Climb the arête right of No Honour Among Thieves starting on the right side.
Squamish,No Thieves Among Us,Grand Wall,Undertow,No Honour Among Thieves,V5,0,Jack Fieldhouse,2005,sit-start,,,,Start seated with small holds near a small| sloping basalt shelf. Pull on and climb the featured face above using some very slopey crimps.
Squamish,Escape from Alcatraz,Grand Wall,Undertow,No Honour Among Thieves,V6,0,,,sit-start,,,,Start seated and make a big move to the diagonal rail| finishing out to the left.
Squamish,Bear Fight Mirage,Grand Wall,Undertow,Bear Fight Mirage,V6,2,Mike Chapman,2008,crimpy,,,,Start standing with left-facing edges and climb directly up the face. Worth a look.
Squamish,Shooter,Grand Wall,Undertow,Bear Fight Mirage,V6,1,Andrew Boyd,2007,crimpy,,,,Same start| but traverse across the wall to the right using big spans between crimpers.
Squamish,Attack of the Killer Bees,Grand Wall,Undertow,Attack of the Killer Bees,V2,0,,,,,,,Start matched on a sharp| protruding shelf. Pull on| lunge for the lip and mantel.
Squamish,The Blob,Grand Wall,Undertow,Killer Tomato,V4,2,Andrew Boyd,2003,sit-start,,,,Start seated at the entrance to the small alcove matched on a slopey sidepull. Pull to a higher sidepull near the dirt and grapple over the super rounded| blobby nose of the boulder| an incredibly cool feature.
Squamish,Killer Tomato,Grand Wall,Undertow,Killer Tomato,V3,3,Andrew Boyd,2003,sit-start,,,,Start seated matched on a good flake. Crank up and over the lip toward a high| slanting edge. Short| but surprisingly fun!
Squamish,Pancake Breakfast,Grand Wall,Undertow,The Snail,V7,1,Jeremy Smith & Andrew Boyd,2007,technical,crimpy,,,Start with tiny right-facing edges in a vertical seam feature. With difficulty| pull on and follow the arching seam up and left across the face to a big move| the arête and the top. A high problem that's tamed somewhat by the midface traverse.
Squamish,The Snail,Grand Wall,Undertow,The Snail,V7,2,Andrew Boyd| Jeremy Smith,2009,crimpy,dangerous,sit-start,,Start seated| matched on a small ramp hold. Nasty crimps lead up the scooped wall to a good hold| a very scary roll and a frightening 5.8 face climb to the top. This problem is huge! Make sure the upper slab is clean and then approach the climb more like a free-solo than a highball boulder problem.
Squamish,Radula Tooth,Grand Wall,Undertow,The Snail,V4,0,Mike Chapman,2009,slopey,,,,Start on a sloping shelf. Traverse right across the face and then pull the lip using seam holds.
Squamish,Muff Chest,Grand Wall,Undertow,Muff Chest,V3,3,Stu Worrall & Andrew Boyd & Tim Doyle,1997,,,,,Climb the right-leaning arête on the downhill face of the boulder from a standing start| palming and smearing the entire way.
Squamish,Jack's Corner,Grand Wall,Undertow,A Series of Unfortunate Events,V5,1,Jack Fieldhouse,2018,,,,,Start in the corner and crank up the right-hand face to reach the boulder's upper arête.
Squamish,A Series of Unfortunate Events,Grand Wall,Undertow,A Series of Unfortunate Events,V10,4,Jeremy Smith,2018,dynamic,dangerous,,,Jump start to a large flat edge in the middle of the face. Shorter climbers may have to stack pads since the edge is quite high. Sidepull features above lead to a scoop in the upper slab and a very airy finish slightly to the right. One of the best hard highballs in town! The overhanging arête to the left of this line will produce yet another brilliant highball when complete. The feature is tall and striking and has just enough features to be workable. It's been toproped| but not bouldered.
Squamish,The Sail,Grand Wall,Undertow,The Sail,V11,3,Ben Harnden,2020,,,,,Climb along the right side of the low curved boulder| starting with a good horizontal pinch. Shorter climbers may have to stack pads to start. Name for the boulder's shape| which is wild.
Squamish,Low Lows,Grand Wall,Undertow,Low Lows,V2,2,Jeremy Smith,2020,sit-start,,,,Start seated very low matched on a big pinch. Go to the lip and slightly right to top out.
Squamish,Alderaan Roof,Grand Wall,Undertow,Alderaan Roof,V2,1,Jeremy Smith & Andrew Boyd,2020,,,,,This problem is on a small boulder sitting on top of the right side of the Unfortunate Events face. Start as far back under the roof as you can and climb the short| widening roof crack to the top. 
Squamish,Stud Arête,Grand Wall,Easy Chair,Stud Boulder,V0,2,,,,,,,Start crouching matched on the lowest portion of the juggy flake and climb the short face and arête just above the top of the stairs. Named for some old rivets| now removed| that were pounded into this block decades ago by the early Squamish aid climbing pioneers.
Squamish,Stud Face,Grand Wall,Easy Chair,Stud Boulder,V0,1,,,,,,,Start matched on the horizontal crack right of the ledge and scramble the short| off-vertical face.
Squamish,Blasted Face,Grand Wall,Easy Chair,Stud Boulder,V0-,2,,,,,,,Start with crack holds and boulder upward.
Squamish,The Alligator,Grand Wall,Easy Chair,The Alligator,V0+,2,,,,,,,Start crouching matched on the positive| scooped lip rail. Using a small right foothold in the overhang| shoot to a higher jug and then execute a rather tricky roll over the lip. Take V1 if you start seated using the two tiny crimpers just below the lip rail.
Squamish,Stupid Face,Grand Wall,Easy Chair,Stupid Face,V3,1,Remy Larocque,2008,sit-start,,,,Start with sloping edges around 1.25. Awkward for the tall| but better than the name suggests.
Squamish,Bass Fishing,Grand Wall,Easy Chair,Easy Chair,V2,2,Marc Bourdon,2006,crimpy,sit-start,,,Start seated on a block in the corridor with right on the bottom of a moon-shaped sidepull and left on a small| low edge. Reach left to a basalt crimp| bump to the moon hold and gun for the ledge.
Squamish,While You Were Sleeping,Grand Wall,Easy Chair,Easy Chair,V0,1,Pam Bourdon,2006,sit-start,,,,Start seated about 3 m left of Easy Chair matched on an edge rail.
Squamish,Easy in an Easy Chair,Grand Wall,Easy Chair,Easy Chair,V4,5,Nick Gibbs,1996,slopey,,,,Squamish's most popular boulder starts on a low| twohanded ledge and traverses right on slopers to a good hold at the arête and up. The holds are slopey and the moves require some intricate heel-hooking.
Squamish,Palminator,Grand Wall,Easy Chair,Easy Chair,V4,3,Nick Gibbs,1996,powerful,,,,Start as for Easy Chair. Make one move right before reaching up and left. This is a good variation that requires lock-off strength and flexibility.
Squamish,The Elevator,Grand Wall,Easy Chair,Easy Chair,V5,2,Israel Cruces,2002,,,,,Start as for Easy Chair. Head right and mantel up the middle without using the arête hold.
Squamish,Quick Stick,Grand Wall,Easy Chair,Easy Chair,V7,1,Nick Gibbs,1996,powerful,crimpy,,,Start matched on a small incut crimp on the overhanging face and launch left for a jug on the arête. Hard and not that enjoyable. For V8 (FA: Tim Doyle 2013)| start matched on the tiny boulder underneath| reach back to a sloper| hit the Quick Stick crimp and up.
Squamish,Easy Traverse,Grand Wall,Easy Chair,Easy Chair,V1,2,,,,,,,Traverse left along the top of the Easy in an Easy Chair boulder. A reasonable warm-up.
Squamish,Here Today| Gone Tomorrow,Grand Wall,Easy Chair,Here Today| Gone Tomorrow,V2,1,,,,,,,Start with a flexing edge and sidepull on the small| overhanging face. Fire up left for a jug.
Squamish,Traverse One,Grand Wall,Easy Chair,Traverse One,V1,1,,,,,,,Traverse the lip of the boulder from left to right. Finish by rolling over at the peak.
Squamish,Come Back,Grand Wall,Easy Chair,Traverse One,V1,1,Anuar Hassan,2000,,,,,Traverse from right to left starting on a sidepull crimp. Roll up as for Traverse One.
Squamish,Left Slab,Grand Wall,Easy Chair,Slab Boulder,V1,2,,,slabby,,,,Climb the left side of the slab| using the sloping rail for your hands as you move up and right.
Squamish,Centre Slab,Grand Wall,Easy Chair,Slab Boulder,V3,3,Nick Gibbs,1996,slabby,,,,The central slab is an excellent exercise in technical| lowangle face climbing. Don't French start! For fun| try it from a running start or without using your hands. For the latter| a chin scum at the top is key.
Squamish,Slabby,Grand Wall,Easy Chair,Slab Boulder,V2,2,Nick Gibbs,1996,slabby,,,,Climb the right side of the slab without using the arête. If you use it| take V1.
Squamish,Malaria,Grand Wall,Easy Chair,Malaria,V0+,1,Pam Bourdon,2000,sit-start,,,,Start seated matched on the lowest shelf and move up and left. Awkward for anyone of moderate height. This climb was cleaned on a buggy day.
Squamish,Cream Puff Dream,Grand Wall,Easy Chair,Slab Boulder,V5,3,Nick Gibbs,1996,,,,,Start with slopers at chest level. Paste your feet| throw for a good hold on the rail and move up and left to an awkward mantel. The entire grade boils down to the first move| which is very finicky. A right exit variation| Cream Puff Dream Right (FA: Tim Doyle 2012)| clocks in at V6 by providing a harder mantel.
Squamish,Eclair,Grand Wall,Easy Chair,Slab Boulder,V10,2,Tim Clifford,2007,sit-start,,,,Start seated matched on an edge just left of the ramp's base. Two very hard moves lead into the crux of Cream Puff Dream. Eclair Direct (V10| FA: Tim Doyle 2012) goes straight up from the start.
Squamish,Lost in Cream,Grand Wall,Easy Chair,Slab Boulder,V3,1,Jack Fieldhouse,2007,sit-start,,,,Traverse the lip from right to left.
Squamish,Magnificent Rhythm,Grand Wall,Easy Chair,Dyke Boulder,V9,3,Harry Robertson,2003,crimpy,,,,(aka Big Stone Low) Start with a left crimp (a foothold on Big Stone) and a slopey undercling down to the right. Slap right to a slopey ball on the prow then up into Big Stone. Soft| especially if you're tall.
Squamish,Big Stone,Grand Wall,Easy Chair,Dyke Boulder,V4,3,Nick Gibbs,1996,crimpy,,,,Start right of the tree matched on crimpers at 2 m. Crank to the arête and up into Superdyke. The awkward start defines the grade| which may feel soft.
Squamish,Superdyke,Grand Wall,Easy Chair,Dyke Boulder,V3,5,Nick Gibbs,1996,crimpy,,,,(aka The Dyke Problem) Start out left on a dyke jug and follow tiny crimps diagonally to the right| passing in front of the tree| to reach the arête. This is a classic Squamish dyke traverse that's hard for the grade and a bit spooky in its upper half. If you get into trouble| chimney against the tree! Zuperdyke (V4| FA: Matt Lucas 2012) starts on Cat Scratch and traverses into Superdyke.
Squamish,Bali Song,Grand Wall,Easy Chair,Dyke Boulder,V6,4,Victor Ting,2000,crimpy,technical             ,dangerous,,Climb Superdyke for a few moves until it's possible to climb straight up the ultra-smooth face to a committing move for the lip. Named for a knife. An extension| Zuper Bali Song (V7| FA: Matt Lucas 2012) starts on Cat Scratch and traverses into Superdyke.
Squamish,Sali Bong,Grand Wall,Easy Chair,Dyke Boulder,V7,3,Andrew Boyd,2010,crimpy,dangerous,,,After the first move of Superdyke| head directly up the blank face. A delicate slab leads to a small dyno at the top. Easier for the tall.
Squamish,Dyke Surfer,Grand Wall,Easy Chair,Dyke Boulder,V0,4,Tyrone Brett,1997,,,,,Start this great moderate matched on an incut dyke edge. Traverse left and up on good holds.
Squamish,Where That Cat At?,Grand Wall,Easy Chair,Dyke Boulder,V2,2,Jack Fieldhouse,2000,dangerous,,,,Climb Dyke Surfer to the lip. Traverse up right along slopers to an exposed topout.
Squamish,Catch That Cat!,Grand Wall,Easy Chair,Dyke Boulder,V3,1,Jack Fieldhouse,2000,dangerous,,,,Start on low sidepulls out left. Traverse right to Dyke Surfer and into Where that Cat At?
Squamish,Cat Scratch,Grand Wall,Easy Chair,Dyke Boulder,V0+,2,Jack Fieldhouse,2000,,,,,Start on the same sidepulls low and left| but climb straight up to finish.
Squamish,Good Mourning,Grand Wall,Easy Chair,Green Traverse,V2,1,,,,,,,Start matched on a small| diagonal left-facing shelf in the corridor. Boulder up and left until you can stand on the Largonian handholds. Hard to pad and spot.
Squamish,Largonian Bulge,Grand Wall,Easy Chair,Green Traverse,V2,4,Nick Gibbs,1996,powerful,,,,Start underneath the nose matched on a small blocky feature. Slap up and then right using a bit of knee trickery to take the sting out of it. Steep fun
Squamish,Largonian Lunge,Grand Wall,Easy Chair,Green Traverse,V2,2,,,,,,,Same start as before| but fire way left to edges on the face. Finish above Largonian Bulge. This will feel harder than V2 if you don't find the right beta.
Squamish,Largonian Traverse,Grand Wall,Easy Chair,Green Traverse,V3,1,,,,,,,Same start| but continue left by throwing your foot onto the slab and reaching to an edge.
Squamish,Rockefeller Roof,Grand Wall,Easy Chair,Green Traverse,V7,1,Andrew Pacey,2000,powerful,,,,Start crouching using edges at the back of the cave and an overhead toe-hook. Climb into Largonian Bulge. If you start seated without using a toe-hook (most don't)| take V10 (FA Post-break: Tim Doyle 2012).
Squamish,Slayed by the Pushers,Grand Wall,Easy Chair,Green Traverse,V5,2,Jack Fieldhouse,2000,slopey,,,,Climb into the finish of The Green Traverse from the right starting with two slopers on the lip. For V5| start with both feet on the ground| not with a pre-placed left heelhook. Slayed by the Pushers Low (V6| FA: Curtis Suave 2005) starts seated with a sloper on The Green Traverse and a right crimp under the roof.
Squamish,Little White Man,Grand Wall,Easy Chair,Green Traverse,V3,1,Jack Fieldhouse,2000,,,,,Begin on a large| flat edge in the middle of the Green Traverse and climb straight up.
Squamish,Backtrack,Grand Wall,Easy Chair,Green Traverse,V2,2,Tim Doyle,1997,sit-start,,,,Start on the low| flat shelf at the left end of the boulder. Move left| finishing on One Track.
Squamish,The Green Traverse,Grand Wall,Easy Chair,Green Traverse,V6,4,Tyrone Brett,1998,pumpy,sit-start,,,Start as for Backtrack| but traverse right to the bulging nose of the boulder and up. This fantastic endurance line utilizes slopers and heel-hooks and is best done in cold conditions. It was named after a famous traverse found in Stanage Plantation in England.
Squamish,One Track,Grand Wall,Easy Chair,Green Traverse,V1,2,,,sit-start,,,,Start on the farthest left incut rail right by the dirt. Boulder straight up to the slopey lip and mantel. A one-movewonder lowball that works as a warm-up.
Squamish,Busted,Grand Wall,Easy Chair,Busted,V5,2,Jack Fieldhouse,1998,powerful,sit-start,,,Start seated in a narrow corridor using a left horizontal rail and a low right sidepull. The crux involves cranking to the mid-face horizontal rail. And| yes| the tree root is on for the topout. A Rampage tick!
Squamish,Fat Chick Arête,Grand Wall,Easy Chair,Practical Horseman,V1,3,Stu Worrall,1997,,,,,Climb the arête starting on a low edge on the left wall. A nice warm-up with a dicey landing.
Squamish,Practical Horseman,Grand Wall,Easy Chair,Practical Horseman,V4,5,Jack Fieldhouse,2001,dangerous,,,,Start with a right crimp and left| sloping sidepull. Fire to the ramp and finish slightly to the left. A good V4 variation traverses the rail up and right.
Squamish,Intake,Grand Wall,Easy Chair,Practical Horseman,V1,2,,,,,,,Start with a sidepull just left of the tree.
Squamish,Mystery,Grand Wall,Easy Chair,Green Traverse,V0,2,Curtis Suave,2017,sit-start,,,,Start seated using a positive hold for the right hand and a small crimper for the left. Climb up and left. Meat Bits (V1| FA: Curtis Suave) mantels out right to finish.
Squamish,Fluorescent Black,Grand Wall,Easy Chair,Green Traverse,V0+,3,,,,,,,Start low on a big sidepull and climb to jugs. A great novice boulder problem on nice holds.
Squamish,Speech Therapy,Grand Wall,Easy Chair,Green Traverse,V3,3,,,sit-start,,,,Start seated with both hands in a low crack feature. Climb across the wall into Fluorescent Black using nice handholds and slippery footholds. A variation uses a dyno to hit the lip from the start.
Squamish,Where's the Duke?,Grand Wall,Easy Chair,What a Fluke,V1,2,,,,,,,Start in the alcove using a good edge and climb up and right into the finish of What a Fluke.
Squamish,What a Fluke,Grand Wall,Easy Chair,What a Fluke,V0-,2,Pam Bourdon & Annie Tasaka,2000,,,,,Start pinching the cool fin and mantel directly above. A very easy problem.
Squamish,Starsky and Hutch,Grand Wall,Easy Chair,Starsky and Hutch,V1,2,Pam Bourdon & Annie Tasaka,2000,sit-start,,,,Start seated using a small left horn and a right pistol grip on a triangular feature. Fire to a sidepull| move up to the lip and mantel out in a style that would make the TV detective duo proud.
Squamish,Huggy Bear,Grand Wall,Easy Chair,Starsky and Hutch,V0,3,,,,,,,Start crouching matched on an edge beside the right arête. Climb straight up. Short| but fun!
Squamish,Brotherhood,Grand Wall,Easy Chair,Brotherhood,V1,3,Tim Doyle,1997,sit-start,,,,Start seated between two boulders matched on a good hold. Traverse left and up at the arête.
Squamish,The Attic,Grand Wall,Easy Chair,Brotherhood,V2,1,Tim Doyle,1997,,,,,Start 2 m left of the arête with slopers in a bulge below the rail. Slap to edges and the shelf.
Squamish,Entourage,Grand Wall,Easy Chair,What a Fluke,V1,1,,,,,,,Climb the short prow left of the slab. Start low using a left-hand sidepull.
Squamish,Diagonals Slab,Grand Wall,Easy Chair,Practical Horseman,V1,2,,,slabby,,,,Tricky footwork and a few slaps up the bulbous right arête will get you to the top of this pleasant slab.
Squamish,Diagonals to Somewhere,Grand Wall,Easy Chair,Brotherhood,V6,3,Nick Gibbs,1993,dangerous,,,,Start seated below the diagonal edges matched on a shelf in the middle of the face. Good| but the prospect of falling down the short slab is daunting.
Squamish,Three-Star Death,Grand Wall,Easy Chair,Brotherhood,V3,2,Nick Gibbs,1996,,,,,Just right of the main arête is a prow. Reach high to sidepulls and climb straight up.
Squamish,Little Miss Nothing,Grand Wall,Easy Chair,Little Miss Nothing,V0,2,Stu Worrall,1997,,,,,Start on a sloping rail under the big prow and make a quick campus move to the lip.
Squamish,Juicy Lucy,Grand Wall,Easy Chair,Toast Your Ghost,V5,3,Tim Doyle,1997,slopey,sit-start,,,Start seated using a sloper just right of the nose of the boulder. Slap right along the lip and roll up using an edge above the tree. The large flake lying on the ground used to be the starting hold...
Squamish,Renard,Grand Wall,Easy Chair,Toast Your Ghost,V7,4,Tim Doyle,1997,slopey,sit-start,,,Start seated under the boulder's nose using a right slopey knob and a sharp left ripple. An intricate series of slopers| tiny edges and heel-hooks lead left to a mantel just right of the big groove.
Squamish,Box Man,Grand Wall,Easy Chair,Box Man,V1,2,Stu Worrall,1997,,,,,Start this short problem matched on an edge rail under the lip. Hit the top and belly flop!
Squamish,Any Rock'll Do,Grand Wall,Easy Chair,Any Rock'll Do,V1,3,Bill Thomson & Sam Johnson,1998,sit-start,,,,Start seated| traverse the lip leftward to better holds and mantel. A nice warm-up for other sloper traverses. Try it without heel-hooking!
Squamish,The Pool Low,Grand Wall,Easy Chair,The Pool,V13,4,Tim Doyle,2008,powerful,technical             ,,,Start this zone testpiece underneath the bulge matched on an obvious flake. Crank over the lip to a small dyke cluster and try your hardest not to fall off the desperate crux move above. Very pure and very condition dependent – the epitome of Squamish bouldering.
Squamish,The Pool,Grand Wall,Easy Chair,The Pool,V10,3,Tim Doyle,2008,powerful,technical             ,,,Start with the dyke cluster for your left hand and a sloper for the right| which eliminates the lip crux. This version is very good and somewhat doable.
Squamish,Any Lip'll Do,Grand Wall,Easy Chair,The Pool,V0+,1,,,,,,,Traverse rightward across the lip.
Squamish,The Dilly for the Really,Grand Wall,Easy Chair,The Dilly for the Really,V3,1,Andrew Pacey,2000,,,,,This short| awkward problem climbs out of a pit. Start with a left crimp and a right crimp or sloper. Paste a foot| slap to the lip and roll over the top.
Squamish,Peekaboo,Grand Wall,Easy Chair,Swank Stretch,V5,2,Israel Cruces,2009,sit-start,,,,Start seated beneath the undercut prow using a positive left sidepull and a low| right edge. Get a right toe-hook| pull on and slap crimps and slopers.
Squamish,Chicken Goddess,Grand Wall,Easy Chair,Lounge Act,V5,3,Andrew Pacey,1997,crimpy,sit-start,,,Start seated using a good left sidepull and a pinch on the arête. Fire to an arête fin and crimpers. Watch out for the sharp holds
Squamish,Lounge Act,Grand Wall,Easy Chair,Lounge Act,V6,4,Tim Doyle,1997,crimpy,technical             ,sit-start,,Start seated with incut slots in the back of the big ledge and climb directly up the face on very small crimpers. The holds are sharp – good conditions help minimize skin damage on this excellent vertical face.
Squamish,The Dyno,Grand Wall,Easy Chair,Lounge Act,V2,1,Chris Sharma,1999,dynamic,,,,Start on the rail left of Lounge Act| grab sidepulls and jump for the V-slot. Watch the landing.
Squamish,Swank Stretch,Grand Wall,Easy Chair,Swank Stretch,V5,5,Nick Gibbs,1993,crimpy,powerful,sit-start,,This steep| gym-like problem starts seated matched on a square jug. Cram your tips into thin crack slots| surf right to a good rail and then launch to a positive horizontal. Top it out on the right. Swank Bag (V5) is the left-hand finish. Swank Dyno (V1) starts on the high block. From here| dyno to the big shelf on the left.
Squamish,O-rilla,Grand Wall,Easy Chair,O-rilla,V1,1,Ian Mercer,2016,,,,,This odd problem starts standing in a narrow pit with a left-hand crimp and a right sloper. Bump to the lip and mantel. A tad reachy.
Squamish,Minor Threat,Grand Wall,Easy Chair,Propagandi,V6,5,Rich Kupskay,2002,powerful,sit-start,,,Start seated right of the arête matched in an undercling. Climb directly up the arête before cranking left onto the face. Long| beta-intensive and high in the grade with a powerful exit. A Squamish classic.
Squamish,The Hammer,Grand Wall,Easy Chair,Propagandi,V5,3,,,sit-start,,,,Start in the Minor Threat undercling. Climb rightward staying below the lip to join Propagandi.
Squamish,Power Surge,Grand Wall,Easy Chair,Propagandi,V2,3,Dan Gable & Matt Lucas & Colin Dorward,2002,,,,,Start right of the arête using the big undercling hold. Grab the good shelf above and trend up and right to finish.
Squamish,Seam Problem,Grand Wall,Easy Chair,Propagandi,V1,4,,,sit-start,,,,This fun problem starts matched on a low blocky ledge 1.5 m left of the arête. Follow the seam upward. There are lots of beta options on this tricky number.
Squamish,Thin Lizzy,Grand Wall,Easy Chair,Propagandi,V5,2,Mike Chapman,2002,sit-start,,,,This eliminate starts matched on a low blocky hold just right of Seam Problem. Climb directly up broken crimpers and onto the slab. Don't use the arête!
Squamish,Propagandi,Grand Wall,Easy Chair,Propagandi,V4,3,Matt Lucas,2002,sit-start,,,,Start as for Thin Lizzy| but crank right to the arête and up with the boulder at your back. A tricky problem that climbs better than it appears.
Squamish,Axel,Grand Wall,Easy Chair,Propagandi,V8,3,Tim Doyle,2012,pumpy,sit-start,,,Start on Thin Lizzy| but traverse leftward across the face to a powerful move that leads directly into the Minor Threat crux. Axel Low (V7) drops into the undercling start hold of Minor Threat| which is easier.
Squamish,Bottoms Up,Grand Wall,Easy Chair,Bottoms Up,V6,3,Jeff Yoo,2021,powerful,sit-start,,,This novelty problem starts seated underneath the roof| facing backwards| away from the rock. Grab a righthand pinch and a left sloper| lever into double toe-hooks and then work into a bat hang position on the lip. Spin around to top out| just as crazy as it sounds! A more conventional method (Bottoms Down| V2) starts crouching facing the rounded prow in a standard compression position. Hit the lip and mantel.
Squamish,The Champ,Grand Wall,Easy Chair,Propagandi,V1,1,Nick Gibbs,1996,,,,,Start with a low jug on the right side of the corridor face. Trend left to avoid the adjacent boulder.
Squamish,Filth Slab,Grand Wall,Easy Chair,Filth Slab,V0-,1,Doug McGhee,1996,,,,,Climb the slab opposite The Champ. Do your part and climb this problem to keep it clean!
Squamish,Up From the Depths,Grand Wall,Easy Chair,Propagandi,V2,3,Nick Gibbs,1996,powerful,sit-start,,,Start seated using rail holds. Traverse right out of the pit using flakes and edges.
Squamish,Depths Direct,Grand Wall,Easy Chair,Propagandi,V4,2,Nick Gibbs,1996,powerful,sit-start,,,Start seated using edges about 1.25 m right of Up From the Depths. Shoot to a flat ledge and an easy finish. Reaching left to the jug at the start drops it to V3.
Squamish,Love Bug,Grand Wall,Easy Chair,Love Bug,V2,1,Stu Worrall,1996,dangerous,,,,Start matched on a jug at the arête's base.
Squamish,Love Bug Low,Grand Wall,Easy Chair,Love Bug,V10,3,Ryan Sklenica,2021,crimpy,technical             ,,,Start crouching using a right pinch and a left edge on the face. Pinch and meat wrap your way to the Love Bug jug and finish on that problem. Classic Squamish bouldering. Ensure you find the best crystals!
Squamish,Rad 2000,Grand Wall,Easy Chair,Love Bug,V10,3,Ben Harnden,2019,crimpy,technical             ,,,Climb the sheer face of the protruding block that sits directly beneath the sport climb Young Blood. Follow small holds just left of centre. Named after the graffiti that has since been removed.
Squamish,Toast Your Ghost,Grand Wall,Easy Chair,Toast Your Ghost,V4,0,Jack Fieldhouse,2000,dangerous,,,,Stand on the boulder to start. Match the left side of the overhanging fin and traverse the slopey rail rightward over a ridiculous drop-off. Not popular.
Squamish,Ghost Buster,Grand Wall,Easy Chair,Ghost Buster,V3,3,Jack Fieldhouse,2000,sit-start,,,,Start seated matched on a sidepull crimp and move left along good edges to a sloper finish. A fun little lowball right by the trail. Check it out!
Squamish,Limelight,Grand Wall,Easy Chair,Limelight,V1,2,Nick Gibbs,1996,,,,,This is on a small boulder wedged under the south side of the much larger boulder. Start on the right using a square-cut hold and traverse left to finish directly above the graffiti. Worth finding.
Squamish,Heart of Stone,Grand Wall,Easy Chair,Kid Shitsu,V3,0,Stu Worrall,1997,,,,,A left-to-right lip traverse of the face.
Squamish,Vasectomy,Grand Wall,Easy Chair,Kid Shitsu,V6,1,Marc Bourdon,2006,technical,crimpy,,,Use the good left crimp on Kid Shitsu with your right hand to make a huge reach to a finger jug. Finish by railing right to the top of Kid Shitsu.
Squamish,Kid Shitsu,Grand Wall,Easy Chair,Kid Shitsu,V4,2,Scott Milton & Jack Fieldhouse,2006,technical,crimpy,,,Start in the pit with a good left crimp and a small right crimp. Boulder up and right. Parents will understand the name.
